sentence,classification,prev2,prev1,next1,next2
"that resulted in a community benefits agreement which includes the build 100 program that my office now has taken the lead on, working with the developer and the community groups.",i,"yes, i just wanted to provide some context.","you know this has been part of a multi-year process that started before my tenure on council between neighborhood groups and larmer neighborhood groups in east liberty, the developer as well as my predecessor, reverend burgess.","that will result and at some point in the future, of 100 affordable homes for purchase in the eastern community, particularly in larmer, but it may extend into lincoln, levington and homewood at some point and also- this is part of negotiations that i participated in with the mayor- that will include a 10 affordable rental housing on site at 50 ami and then 5 at 80 to 120 ami and that'll.",there's just information in that as well.
"that will result and at some point in the future, of 100 affordable homes for purchase in the eastern community, particularly in larmer, but it may extend into lincoln, levington and homewood at some point and also- this is part of negotiations that i participated in with the mayor- that will include a 10 affordable rental housing on site at 50 ami and then 5 at 80 to 120 ami and that'll.",i,"you know this has been part of a multi-year process that started before my tenure on council between neighborhood groups and larmer neighborhood groups in east liberty, the developer as well as my predecessor, reverend burgess.","that resulted in a community benefits agreement which includes the build 100 program that my office now has taken the lead on, working with the developer and the community groups.",there's just information in that as well.,"but this is just to send this over, you know, for a public hearing."
there's just information in that as well.,i,"that resulted in a community benefits agreement which includes the build 100 program that my office now has taken the lead on, working with the developer and the community groups.","that will result and at some point in the future, of 100 affordable homes for purchase in the eastern community, particularly in larmer, but it may extend into lincoln, levington and homewood at some point and also- this is part of negotiations that i participated in with the mayor- that will include a 10 affordable rental housing on site at 50 ami and then 5 at 80 to 120 ami and that'll.","but this is just to send this over, you know, for a public hearing.",i know there's going to be a lot of robust conversation and consideration about this.
"but this is just to send this over, you know, for a public hearing.",p,"that will result and at some point in the future, of 100 affordable homes for purchase in the eastern community, particularly in larmer, but it may extend into lincoln, levington and homewood at some point and also- this is part of negotiations that i participated in with the mayor- that will include a 10 affordable rental housing on site at 50 ami and then 5 at 80 to 120 ami and that'll.",there's just information in that as well.,i know there's going to be a lot of robust conversation and consideration about this.,i welcome that.
i know there's going to be a lot of robust conversation and consideration about this.,b,there's just information in that as well.,"but this is just to send this over, you know, for a public hearing.",i welcome that.,"i look forward to discussing this further, but i do want to applaud the larmer consensus group and the village collaborative for the hard work that they've done over the last three or four years, you know, to move this forward."
i welcome that.,i,"but this is just to send this over, you know, for a public hearing.",i know there's going to be a lot of robust conversation and consideration about this.,"i look forward to discussing this further, but i do want to applaud the larmer consensus group and the village collaborative for the hard work that they've done over the last three or four years, you know, to move this forward.",so i just want to give a little bit of context of what we're looking at.
"i look forward to discussing this further, but i do want to applaud the larmer consensus group and the village collaborative for the hard work that they've done over the last three or four years, you know, to move this forward.",i,i know there's going to be a lot of robust conversation and consideration about this.,i welcome that.,so i just want to give a little bit of context of what we're looking at.,"and again, this is part of a community benefits agreement negotiation that took place between the communities, as well as more recent negotiations between the mayor's office and myself around some on-site affordability."
so i just want to give a little bit of context of what we're looking at.,b,i welcome that.,"i look forward to discussing this further, but i do want to applaud the larmer consensus group and the village collaborative for the hard work that they've done over the last three or four years, you know, to move this forward.","and again, this is part of a community benefits agreement negotiation that took place between the communities, as well as more recent negotiations between the mayor's office and myself around some on-site affordability.",that was not part of the original community benefits agreement.
"and again, this is part of a community benefits agreement negotiation that took place between the communities, as well as more recent negotiations between the mayor's office and myself around some on-site affordability.",i,"i look forward to discussing this further, but i do want to applaud the larmer consensus group and the village collaborative for the hard work that they've done over the last three or four years, you know, to move this forward.",so i just want to give a little bit of context of what we're looking at.,that was not part of the original community benefits agreement.,all the affordability was going to be off-site and we were able to negotiate on-site affordability as well.
that was not part of the original community benefits agreement.,i,so i just want to give a little bit of context of what we're looking at.,"and again, this is part of a community benefits agreement negotiation that took place between the communities, as well as more recent negotiations between the mayor's office and myself around some on-site affordability.",all the affordability was going to be off-site and we were able to negotiate on-site affordability as well.,so i just want to provide some context.
all the affordability was going to be off-site and we were able to negotiate on-site affordability as well.,i,"and again, this is part of a community benefits agreement negotiation that took place between the communities, as well as more recent negotiations between the mayor's office and myself around some on-site affordability.",that was not part of the original community benefits agreement.,so i just want to provide some context.,"thank you, so we have an amendment by substitution on the table."
so i just want to provide some context.,i,that was not part of the original community benefits agreement.,all the affordability was going to be off-site and we were able to negotiate on-site affordability as well.,"thank you, so we have an amendment by substitution on the table.",is there any further discussion?
"thank you, so we have an amendment by substitution on the table.",i,all the affordability was going to be off-site and we were able to negotiate on-site affordability as well.,so i just want to provide some context.,is there any further discussion?,"councilman, will you just tell me what?"
is there any further discussion?,i,so i just want to provide some context.,"thank you, so we have an amendment by substitution on the table.","councilman, will you just tell me what?","you said it, but i didn't catch it."
"councilman, will you just tell me what?",i,"thank you, so we have an amendment by substitution on the table.",is there any further discussion?,"you said it, but i didn't catch it.",what are the amis?
"you said it, but i didn't catch it.",i,is there any further discussion?,"councilman, will you just tell me what?",what are the amis?,"affordability, off-site- i believe it's going to be 80 ami for affordable home purchase and then on-site it will be 50% at 50 and 5% at 80 to 120."
what are the amis?,i,"councilman, will you just tell me what?","you said it, but i didn't catch it.","affordability, off-site- i believe it's going to be 80 ami for affordable home purchase and then on-site it will be 50% at 50 and 5% at 80 to 120.","okay, thank you."
"affordability, off-site- i believe it's going to be 80 ami for affordable home purchase and then on-site it will be 50% at 50 and 5% at 80 to 120.",i,"you said it, but i didn't catch it.",what are the amis?,"okay, thank you.",any further discussion?
"okay, thank you.",i,what are the amis?,"affordability, off-site- i believe it's going to be 80 ami for affordable home purchase and then on-site it will be 50% at 50 and 5% at 80 to 120.",any further discussion?,"if none, i'll simply congratulate you."
any further discussion?,i,"affordability, off-site- i believe it's going to be 80 ami for affordable home purchase and then on-site it will be 50% at 50 and 5% at 80 to 120.","okay, thank you.","if none, i'll simply congratulate you.",i do remember when reverend burgess sort of started this and for you to now be able to get it.
"if none, i'll simply congratulate you.",i,"okay, thank you.",any further discussion?,i do remember when reverend burgess sort of started this and for you to now be able to get it.,"it's not fully across the finish line, but there i know there's been a lot of work to reach both consensus within the neighborhood as it relates to both the off-site affordability and the four home, the home ownership opportunities, as well as the on-site affordability."
i do remember when reverend burgess sort of started this and for you to now be able to get it.,i,any further discussion?,"if none, i'll simply congratulate you.","it's not fully across the finish line, but there i know there's been a lot of work to reach both consensus within the neighborhood as it relates to both the off-site affordability and the four home, the home ownership opportunities, as well as the on-site affordability.",so i congratulate you on that and i hope that you will continue to do that.
"it's not fully across the finish line, but there i know there's been a lot of work to reach both consensus within the neighborhood as it relates to both the off-site affordability and the four home, the home ownership opportunities, as well as the on-site affordability.",i,"if none, i'll simply congratulate you.",i do remember when reverend burgess sort of started this and for you to now be able to get it.,so i congratulate you on that and i hope that you will continue to do that.,and i hope that you will continue to do that and i hope that you will continue to do that.
so i congratulate you on that and i hope that you will continue to do that.,i,i do remember when reverend burgess sort of started this and for you to now be able to get it.,"it's not fully across the finish line, but there i know there's been a lot of work to reach both consensus within the neighborhood as it relates to both the off-site affordability and the four home, the home ownership opportunities, as well as the on-site affordability.",and i hope that you will continue to do that and i hope that you will continue to do that.,"and i know you've been working on this since you took office, so there's been a lot of work to get to this point."
and i hope that you will continue to do that and i hope that you will continue to do that.,i,"it's not fully across the finish line, but there i know there's been a lot of work to reach both consensus within the neighborhood as it relates to both the off-site affordability and the four home, the home ownership opportunities, as well as the on-site affordability.",so i congratulate you on that and i hope that you will continue to do that.,"and i know you've been working on this since you took office, so there's been a lot of work to get to this point.","so i just want to congratulate you, and i also want to congratulate sean carter, because i know you were working on this long before i was."
"and i know you've been working on this since you took office, so there's been a lot of work to get to this point.",i,so i congratulate you on that and i hope that you will continue to do that.,and i hope that you will continue to do that and i hope that you will continue to do that.,"so i just want to congratulate you, and i also want to congratulate sean carter, because i know you were working on this long before i was.","so all those in favor say aye, aye, aye."
"so i just want to congratulate you, and i also want to congratulate sean carter, because i know you were working on this long before i was.",i,and i hope that you will continue to do that and i hope that you will continue to do that.,"and i know you've been working on this since you took office, so there's been a lot of work to get to this point.","so all those in favor say aye, aye, aye.",any opposed?
"so all those in favor say aye, aye, aye.",i,"and i know you've been working on this since you took office, so there's been a lot of work to get to this point.","so i just want to congratulate you, and i also want to congratulate sean carter, because i know you were working on this long before i was.",any opposed?,so the bills have been amended by substitution.
any opposed?,i,"so i just want to congratulate you, and i also want to congratulate sean carter, because i know you were working on this long before i was.","so all those in favor say aye, aye, aye.",so the bills have been amended by substitution.,"now you, i believe these have to be held for a public hearing."
so the bills have been amended by substitution.,b,"so all those in favor say aye, aye, aye.",any opposed?,"now you, i believe these have to be held for a public hearing.","so if you want to make a motion to hold both bills for cable cars public hearing, most of the whole."
"now you, i believe these have to be held for a public hearing.",i,any opposed?,so the bills have been amended by substitution.,"so if you want to make a motion to hold both bills for cable cars public hearing, most of the whole.",for a cable cast public hearing.
"so if you want to make a motion to hold both bills for cable cars public hearing, most of the whole.",i,so the bills have been amended by substitution.,"now you, i believe these have to be held for a public hearing.",for a cable cast public hearing.,"second, all those in favor say aye, aye, aye, any opposed."
for a cable cast public hearing.,i,"now you, i believe these have to be held for a public hearing.","so if you want to make a motion to hold both bills for cable cars public hearing, most of the whole.","second, all those in favor say aye, aye, aye, any opposed.",both bills will be held for a cable cast public hearing.
"second, all those in favor say aye, aye, aye, any opposed.",i,"so if you want to make a motion to hold both bills for cable cars public hearing, most of the whole.",for a cable cast public hearing.,both bills will be held for a cable cast public hearing.,"that takes us to intergovernmental and educational affairs committee, chaired by councilman mosley."
both bills will be held for a cable cast public hearing.,i,for a cable cast public hearing.,"second, all those in favor say aye, aye, aye, any opposed.","that takes us to intergovernmental and educational affairs committee, chaired by councilman mosley.",we have one deferred paper: bill 1589.
"that takes us to intergovernmental and educational affairs committee, chaired by councilman mosley.",b,"second, all those in favor say aye, aye, aye, any opposed.",both bills will be held for a cable cast public hearing.,we have one deferred paper: bill 1589.,"bill 1589 resolution authorizing the mayor and director of the department of mobility and infrastructure, on behalf of the city of pittsburgh, to enter into a cooperation agreement with pittsburgh regional transit for post construction of the city of pittsburgh, which is creating a highway out of the ownership, access and maintenance of certain city steps to be constructed around Downing Street in the sixth ward of the city of Pittsburgh at no cost to the city."
we have one deferred paper: bill 1589.,i,both bills will be held for a cable cast public hearing.,"that takes us to intergovernmental and educational affairs committee, chaired by councilman mosley.","bill 1589 resolution authorizing the mayor and director of the department of mobility and infrastructure, on behalf of the city of pittsburgh, to enter into a cooperation agreement with pittsburgh regional transit for post construction of the city of pittsburgh, which is creating a highway out of the ownership, access and maintenance of certain city steps to be constructed around Downing Street in the sixth ward of the city of Pittsburgh at no cost to the city.",motion to hold for six weeks.
"bill 1589 resolution authorizing the mayor and director of the department of mobility and infrastructure, on behalf of the city of pittsburgh, to enter into a cooperation agreement with pittsburgh regional transit for post construction of the city of pittsburgh, which is creating a highway out of the ownership, access and maintenance of certain city steps to be constructed around Downing Street in the sixth ward of the city of Pittsburgh at no cost to the city.",i,"that takes us to intergovernmental and educational affairs committee, chaired by councilman mosley.",we have one deferred paper: bill 1589.,motion to hold for six weeks.,"second, all those in favor say aye, aye."
motion to hold for six weeks.,i,we have one deferred paper: bill 1589.,"bill 1589 resolution authorizing the mayor and director of the department of mobility and infrastructure, on behalf of the city of pittsburgh, to enter into a cooperation agreement with pittsburgh regional transit for post construction of the city of pittsburgh, which is creating a highway out of the ownership, access and maintenance of certain city steps to be constructed around Downing Street in the sixth ward of the city of Pittsburgh at no cost to the city.","second, all those in favor say aye, aye.",any opposed.
"second, all those in favor say aye, aye.",i,"bill 1589 resolution authorizing the mayor and director of the department of mobility and infrastructure, on behalf of the city of pittsburgh, to enter into a cooperation agreement with pittsburgh regional transit for post construction of the city of pittsburgh, which is creating a highway out of the ownership, access and maintenance of certain city steps to be constructed around Downing Street in the sixth ward of the city of Pittsburgh at no cost to the city.",motion to hold for six weeks.,any opposed.,bill be held six weeks.
any opposed.,i,motion to hold for six weeks.,"second, all those in favor say aye, aye.",bill be held six weeks.,"that takes us to our new papers, and the first is bill 1657."
bill be held six weeks.,b,"second, all those in favor say aye, aye.",any opposed.,"that takes us to our new papers, and the first is bill 1657.","well, 1657 resolution amending resolution 21 of 2025, which authorized a cooperation agreement or agreements with the city of Pittsburgh equipment leasing authority for the purchase and leasing of vehicles, equipment and accessories, equipment, support, infrastructure and professional services in fiscal year 2025, by increasing the authorized amount by ninety three thousand dollars to purchase vehicles and equipment for the office of community health and safety, for a new total of seven million nine hundred ninety nine thousand three hundred nineteen thousand three hundred ninety nine thousand three hundred nineteen dollars and thirty seven cents."
"that takes us to our new papers, and the first is bill 1657.",b,any opposed.,bill be held six weeks.,"well, 1657 resolution amending resolution 21 of 2025, which authorized a cooperation agreement or agreements with the city of Pittsburgh equipment leasing authority for the purchase and leasing of vehicles, equipment and accessories, equipment, support, infrastructure and professional services in fiscal year 2025, by increasing the authorized amount by ninety three thousand dollars to purchase vehicles and equipment for the office of community health and safety, for a new total of seven million nine hundred ninety nine thousand three hundred nineteen thousand three hundred ninety nine thousand three hundred nineteen dollars and thirty seven cents.",motion to approve any discussion seeing none.
"well, 1657 resolution amending resolution 21 of 2025, which authorized a cooperation agreement or agreements with the city of Pittsburgh equipment leasing authority for the purchase and leasing of vehicles, equipment and accessories, equipment, support, infrastructure and professional services in fiscal year 2025, by increasing the authorized amount by ninety three thousand dollars to purchase vehicles and equipment for the office of community health and safety, for a new total of seven million nine hundred ninety nine thousand three hundred nineteen thousand three hundred ninety nine thousand three hundred nineteen dollars and thirty seven cents.",b,bill be held six weeks.,"that takes us to our new papers, and the first is bill 1657.",motion to approve any discussion seeing none.,"all those in favor say aye, aye."
motion to approve any discussion seeing none.,i,"that takes us to our new papers, and the first is bill 1657.","well, 1657 resolution amending resolution 21 of 2025, which authorized a cooperation agreement or agreements with the city of Pittsburgh equipment leasing authority for the purchase and leasing of vehicles, equipment and accessories, equipment, support, infrastructure and professional services in fiscal year 2025, by increasing the authorized amount by ninety three thousand dollars to purchase vehicles and equipment for the office of community health and safety, for a new total of seven million nine hundred ninety nine thousand three hundred nineteen thousand three hundred ninety nine thousand three hundred nineteen dollars and thirty seven cents.","all those in favor say aye, aye.","opposed affirmative recommendation: bill 1658: well, 1658 resolution providing for an amended reimbursement agreement or agreements with Pittsburgh water for costs associated with the Haverhill project, where Pittsburgh water is overseeing the design and construction of the storm water management component, of the storm water management component, as well as the door, roadway replacement and rehabilitation, and has a has or will retain the services of a design consultant, construction management, inspection consultant and construction contractor for the project."
"all those in favor say aye, aye.",i,"well, 1657 resolution amending resolution 21 of 2025, which authorized a cooperation agreement or agreements with the city of Pittsburgh equipment leasing authority for the purchase and leasing of vehicles, equipment and accessories, equipment, support, infrastructure and professional services in fiscal year 2025, by increasing the authorized amount by ninety three thousand dollars to purchase vehicles and equipment for the office of community health and safety, for a new total of seven million nine hundred ninety nine thousand three hundred nineteen thousand three hundred ninety nine thousand three hundred nineteen dollars and thirty seven cents.",motion to approve any discussion seeing none.,"opposed affirmative recommendation: bill 1658: well, 1658 resolution providing for an amended reimbursement agreement or agreements with Pittsburgh water for costs associated with the Haverhill project, where Pittsburgh water is overseeing the design and construction of the storm water management component, of the storm water management component, as well as the door, roadway replacement and rehabilitation, and has a has or will retain the services of a design consultant, construction management, inspection consultant and construction contractor for the project.",the city will reimburse Pittsburgh water for this work at a cost to the city not to exceed nine hundred ninety two thousand six hundred twenty eight dollars and seventy seven cents.
"opposed affirmative recommendation: bill 1658: well, 1658 resolution providing for an amended reimbursement agreement or agreements with Pittsburgh water for costs associated with the Haverhill project, where Pittsburgh water is overseeing the design and construction of the storm water management component, of the storm water management component, as well as the door, roadway replacement and rehabilitation, and has a has or will retain the services of a design consultant, construction management, inspection consultant and construction contractor for the project.",i,motion to approve any discussion seeing none.,"all those in favor say aye, aye.",the city will reimburse Pittsburgh water for this work at a cost to the city not to exceed nine hundred ninety two thousand six hundred twenty eight dollars and seventy seven cents.,an increase of three hundred eighty two thousand five hundred and fifty nine thousand six hundred twenty eight dollars and seventy seven cents.
the city will reimburse Pittsburgh water for this work at a cost to the city not to exceed nine hundred ninety two thousand six hundred twenty eight dollars and seventy seven cents.,i,"all those in favor say aye, aye.","opposed affirmative recommendation: bill 1658: well, 1658 resolution providing for an amended reimbursement agreement or agreements with Pittsburgh water for costs associated with the Haverhill project, where Pittsburgh water is overseeing the design and construction of the storm water management component, of the storm water management component, as well as the door, roadway replacement and rehabilitation, and has a has or will retain the services of a design consultant, construction management, inspection consultant and construction contractor for the project.",an increase of three hundred eighty two thousand five hundred and fifty nine thousand six hundred twenty eight dollars and seventy seven cents.,an increase of three hundred eighty two thousand five hundred thirty dollars and thirty cents from the previously authorized resolution.
an increase of three hundred eighty two thousand five hundred and fifty nine thousand six hundred twenty eight dollars and seventy seven cents.,i,"opposed affirmative recommendation: bill 1658: well, 1658 resolution providing for an amended reimbursement agreement or agreements with Pittsburgh water for costs associated with the Haverhill project, where Pittsburgh water is overseeing the design and construction of the storm water management component, of the storm water management component, as well as the door, roadway replacement and rehabilitation, and has a has or will retain the services of a design consultant, construction management, inspection consultant and construction contractor for the project.",the city will reimburse Pittsburgh water for this work at a cost to the city not to exceed nine hundred ninety two thousand six hundred twenty eight dollars and seventy seven cents.,an increase of three hundred eighty two thousand five hundred thirty dollars and thirty cents from the previously authorized resolution.,"motion to approve: second, second, any discussion seeing none."
an increase of three hundred eighty two thousand five hundred thirty dollars and thirty cents from the previously authorized resolution.,i,the city will reimburse Pittsburgh water for this work at a cost to the city not to exceed nine hundred ninety two thousand six hundred twenty eight dollars and seventy seven cents.,an increase of three hundred eighty two thousand five hundred and fifty nine thousand six hundred twenty eight dollars and seventy seven cents.,"motion to approve: second, second, any discussion seeing none.","all those in favor, say aye, aye."
"motion to approve: second, second, any discussion seeing none.",i,an increase of three hundred eighty two thousand five hundred and fifty nine thousand six hundred twenty eight dollars and seventy seven cents.,an increase of three hundred eighty two thousand five hundred thirty dollars and thirty cents from the previously authorized resolution.,"all those in favor, say aye, aye.",any opposed affirmative recommendation.
"all those in favor, say aye, aye.",i,an increase of three hundred eighty two thousand five hundred thirty dollars and thirty cents from the previously authorized resolution.,"motion to approve: second, second, any discussion seeing none.",any opposed affirmative recommendation.,"and lastly, bill 1659."
any opposed affirmative recommendation.,i,"motion to approve: second, second, any discussion seeing none.","all those in favor, say aye, aye.","and lastly, bill 1659.","bill 1659 resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the city of Pittsburgh, to enter into an agility agreement with the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation for purposes of exchange, documentation and cooperation with respect to provision of in-kind services between both parties at no cost to the city."
"and lastly, bill 1659.",b,"all those in favor, say aye, aye.",any opposed affirmative recommendation.,"bill 1659 resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the city of Pittsburgh, to enter into an agility agreement with the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation for purposes of exchange, documentation and cooperation with respect to provision of in-kind services between both parties at no cost to the city.",motion to approve any discussion.
"bill 1659 resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the city of Pittsburgh, to enter into an agility agreement with the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation for purposes of exchange, documentation and cooperation with respect to provision of in-kind services between both parties at no cost to the city.",b,any opposed affirmative recommendation.,"and lastly, bill 1659.",motion to approve any discussion.,one question just out of curiosity.
motion to approve any discussion.,i,"and lastly, bill 1659.","bill 1659 resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the city of Pittsburgh, to enter into an agility agreement with the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation for purposes of exchange, documentation and cooperation with respect to provision of in-kind services between both parties at no cost to the city.",one question just out of curiosity.,I'm just curious what agility agreement is.
one question just out of curiosity.,i,"bill 1659 resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the city of Pittsburgh, to enter into an agility agreement with the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation for purposes of exchange, documentation and cooperation with respect to provision of in-kind services between both parties at no cost to the city.",motion to approve any discussion.,I'm just curious what agility agreement is.,why'd you ask the NFL?
I'm just curious what agility agreement is.,i,motion to approve any discussion.,one question just out of curiosity.,why'd you ask the NFL?,"that's what they're doing in the NFL, don't they?"
why'd you ask the NFL?,i,one question just out of curiosity.,I'm just curious what agility agreement is.,"that's what they're doing in the NFL, don't they?",why'd you ask the NFL?
"that's what they're doing in the NFL, don't they?",i,I'm just curious what agility agreement is.,why'd you ask the NFL?,why'd you ask the NFL?,"that's what they're doing in the NFL, don't they?"
why'd you ask the NFL?,i,why'd you ask the NFL?,"that's what they're doing in the NFL, don't they?","that's what they're doing in the NFL, don't they?","this is the director Lucious, hopefully."
"that's what they're doing in the NFL, don't they?",i,"that's what they're doing in the NFL, don't they?",why'd you ask the NFL?,"this is the director Lucious, hopefully.","just one quick question, I'm just just out of curiosity."
"this is the director Lucious, hopefully.",b,why'd you ask the NFL?,"that's what they're doing in the NFL, don't they?","just one quick question, I'm just just out of curiosity.","Kim Lucas, director for the city of Pittsburgh's Department of Mobility and Infrastructure."
"just one quick question, I'm just just out of curiosity.",i,"that's what they're doing in the NFL, don't they?","this is the director Lucious, hopefully.","Kim Lucas, director for the city of Pittsburgh's Department of Mobility and Infrastructure.",the agility agreement is a no-cost agreement between us and PennDOT that just tracks things that we basically borrow from them.
"Kim Lucas, director for the city of Pittsburgh's Department of Mobility and Infrastructure.",b,"this is the director Lucious, hopefully.","just one quick question, I'm just just out of curiosity.",the agility agreement is a no-cost agreement between us and PennDOT that just tracks things that we basically borrow from them.,"so in this instance, sometimes we need to use their crash vehicle to help protect the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work, that they need some assistance of that type from us and so this is just a way to not have to pay each other but instead to track sort of what we're borrowing."
the agility agreement is a no-cost agreement between us and PennDOT that just tracks things that we basically borrow from them.,i,"just one quick question, I'm just just out of curiosity.","Kim Lucas, director for the city of Pittsburgh's Department of Mobility and Infrastructure.","so in this instance, sometimes we need to use their crash vehicle to help protect the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work, that they need some assistance of that type from us and so this is just a way to not have to pay each other but instead to track sort of what we're borrowing.","thank you, thank you."
"so in this instance, sometimes we need to use their crash vehicle to help protect the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work, that they need some assistance of that type from us and so this is just a way to not have to pay each other but instead to track sort of what we're borrowing.",i,"Kim Lucas, director for the city of Pittsburgh's Department of Mobility and Infrastructure.",the agility agreement is a no-cost agreement between us and PennDOT that just tracks things that we basically borrow from them.,"thank you, thank you.",any further discussion if not all those in favor say aye.
"thank you, thank you.",i,the agility agreement is a no-cost agreement between us and PennDOT that just tracks things that we basically borrow from them.,"so in this instance, sometimes we need to use their crash vehicle to help protect the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work, that they need some assistance of that type from us and so this is just a way to not have to pay each other but instead to track sort of what we're borrowing.",any further discussion if not all those in favor say aye.,any opposed affirmative recommendation?
any further discussion if not all those in favor say aye.,i,"so in this instance, sometimes we need to use their crash vehicle to help protect the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work, that they need some assistance of that type from us and so this is just a way to not have to pay each other but instead to track sort of what we're borrowing.","thank you, thank you.",any opposed affirmative recommendation?,"I actually want to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding the ability to pay for the work that they're doing in the area and I'm going to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding bill 1675 and councilwoman Strasburgers in the finance, which is regarding councilman's bill to sponsor, which councilman Wilson sponsored a land sale but the real estate team was unaware the parcel was struck from her November resolution and he couldn't immediately tell if it went through the full process again and he wants time to make sure that everything is done by the book with councilman Wilson."
any opposed affirmative recommendation?,i,"thank you, thank you.",any further discussion if not all those in favor say aye.,"I actually want to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding the ability to pay for the work that they're doing in the area and I'm going to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding bill 1675 and councilwoman Strasburgers in the finance, which is regarding councilman's bill to sponsor, which councilman Wilson sponsored a land sale but the real estate team was unaware the parcel was struck from her November resolution and he couldn't immediately tell if it went through the full process again and he wants time to make sure that everything is done by the book with councilman Wilson.","he's not against it, he just wants to make sure all I's are dotted and T's are crossed."
"I actually want to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding the ability to pay for the work that they're doing in the area and I'm going to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding bill 1675 and councilwoman Strasburgers in the finance, which is regarding councilman's bill to sponsor, which councilman Wilson sponsored a land sale but the real estate team was unaware the parcel was struck from her November resolution and he couldn't immediately tell if it went through the full process again and he wants time to make sure that everything is done by the book with councilman Wilson.",i,any further discussion if not all those in favor say aye.,any opposed affirmative recommendation?,"he's not against it, he just wants to make sure all I's are dotted and T's are crossed.","so if someone wants to make sure that they're not in the way of the plan, then he's not going to be able to get a motion to reconsider the bill 1675 so moved."
"he's not against it, he just wants to make sure all I's are dotted and T's are crossed.",i,any opposed affirmative recommendation?,"I actually want to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding the ability to pay for the work that they're doing in the area and I'm going to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding bill 1675 and councilwoman Strasburgers in the finance, which is regarding councilman's bill to sponsor, which councilman Wilson sponsored a land sale but the real estate team was unaware the parcel was struck from her November resolution and he couldn't immediately tell if it went through the full process again and he wants time to make sure that everything is done by the book with councilman Wilson.","so if someone wants to make sure that they're not in the way of the plan, then he's not going to be able to get a motion to reconsider the bill 1675 so moved.","second, all those in favor say aye, aye."
"so if someone wants to make sure that they're not in the way of the plan, then he's not going to be able to get a motion to reconsider the bill 1675 so moved.",i,"I actually want to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding the ability to pay for the work that they're doing in the area and I'm going to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding bill 1675 and councilwoman Strasburgers in the finance, which is regarding councilman's bill to sponsor, which councilman Wilson sponsored a land sale but the real estate team was unaware the parcel was struck from her November resolution and he couldn't immediately tell if it went through the full process again and he wants time to make sure that everything is done by the book with councilman Wilson.","he's not against it, he just wants to make sure all I's are dotted and T's are crossed.","second, all those in favor say aye, aye.",and he's asking for a one-week cold to meet with councilman Wilson to make sure everything is appropriate.
"second, all those in favor say aye, aye.",i,"he's not against it, he just wants to make sure all I's are dotted and T's are crossed.","so if someone wants to make sure that they're not in the way of the plan, then he's not going to be able to get a motion to reconsider the bill 1675 so moved.",and he's asking for a one-week cold to meet with councilman Wilson to make sure everything is appropriate.,"so can we make, make a go, make a motion over one week."
and he's asking for a one-week cold to meet with councilman Wilson to make sure everything is appropriate.,i,"so if someone wants to make sure that they're not in the way of the plan, then he's not going to be able to get a motion to reconsider the bill 1675 so moved.","second, all those in favor say aye, aye.","so can we make, make a go, make a motion over one week.","second, all those in favor say aye."
"so can we make, make a go, make a motion over one week.",i,"second, all those in favor say aye, aye.",and he's asking for a one-week cold to meet with councilman Wilson to make sure everything is appropriate.,"second, all those in favor say aye.",any opposed bill be held for one week.
